#separator:Comma
#html:true
#guid column:1
#notetype:Cloze
#deck column:4
#tags column:5
#columns:GUID,Text,Back Extra,Deck,Tags
CCS21-4538a63f,The payment rule's sub-rule (4): first-FP authorisation ALSO co-names{{c1::disabled children + dependent parents + disabled siblings}}— if{{c2::nobody ranks ahead of them}}.,<b>Rule:</b> Same co-authorisation formula as the pension-payment rule's sub-rule + the pensioner-death rule's sub-rule.<br><br><b>Hinglish:</b> Pehle-adhikaar-par-sah-naam.<br><br><b>Ref:</b> Rule 76(4); Rule 63(1)(e); Rule 79(2)(b)(ii); Rule 76(1); Rule 76(e); Rule 76(2); Rule 76(b); Rule 76(ii),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Coauthorisation Bare_Text_Verified CCS_Pension::Rule_76 Priority::Medium
CCS21-226501a1,The payment rule's sub-rule (5)all 2 clauses: balance death gratuity ={{c1::assessed minus outstanding}}; HoO disburses to{{c2::the SAME provisional-gratuity recipients}}.,"<b>Rule:</b> Balance follows the provisional trail — no re-routing.<br><br><b>Hinglish:</b> Shesh-asthaayi-praptakarta-ko.<br><br><b>Ref:</b> Rule 76(5)(a), (b); Rule 76(5); Rule 76(a)-(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Gratuity Bare_Text_Verified CCS_Pension::Rule_76 Priority::High
CCS21-ebdc665a,"The payment rule's sub-rule (5)all 3 clauses: missing-person gratuity assessed{{c1::minus outstanding}}, disbursed per{{c2::gratuity-distribution after the 6-month bar}}(1-month AO intimation); the death-dues rule's sub-rule (1)(viii)-withheld sums{{c3::adjusted vs licence fee, balance refunded}}.","<b>Rule:</b> Missing gratuity = assess → wait 6 months → pay per ladder.<br><br><b>Hinglish:</b> Lapata-updaan-chhah-mahine-baad.<br><br><b>Ref:</b> Rule 76(5)(c), (d), (e); Rule 76(5); Rule 76(c)-(e); Rule 47; Rule 77(1)(viii)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Missing_Person Bare_Text_Verified CCS_Pension::Rule_76 Priority::High
CCS21-66d0db1d,"The payment rule's sub-rule (6): excess provisional FP is{{c1::RECOVERABLE — first from GRATUITY, else future-FP instalments}}; but the payment rule's sub-rule (7): excess provisional GRATUITY ={{c2::NO REFUND + HoD fixes responsibility}}.","<b>Rule:</b> Same asymmetry as the provisional-pension rule's sub-rule /: pension claws back, gratuity doesn't.<br><br><b>Hinglish:</b> Pension-wapas; updaan-maaf.<br><br><b>Ref:</b> Rule 76(6), (7); Rule 76(6); Rule 76(7); Rule 62(6)(b); Rule 76(b); Rule 76(c)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Recovery Comparison Bare_Text_Verified CCS_Pension::Rule_76 Priority::Critical
CCS21-359bd9dc,The payment rule's sub-rule (8): death-track paper chain ={{c1::AO→CPAO 1 MONTH}}→{{c2::CPAO seal 10 DAYS}}→{{c3::PDA pays 15 DAYS}}; multi-member FP/gratuity cases are{{c4::DE-LINKED per member (d)-(e)}}.,<b>Rule:</b> 1mo-10d-15d heartbeat; de-linking twins the gratuity-distribution rule's sub-rule.<br><br><b>Hinglish:</b> Ek-mahina-das-pandrah; alag-alag-nipatao.<br><br><b>Ref:</b> Rule 76(8); Rule 47(8),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Timeline Bare_Text_Verified CCS_Pension::Rule_76 Priority::High
CCS21-41744381,The death-dues rule's sub-rule (1)(viii) -(x): DoE dues cross-checked vs{{c1::ACQUITTANCE ROLLS (already-recovered → flag pay bills + pay withheld sum)}}; truly-outstanding →{{c2::adjust from 10% + refund rest}}; leftovers →{{c3::DR recovery WITHOUT family-pensioner consent}}.,"<b>Rule:</b> Verify-before-keep; DR is the terminal collection head (twin: the withholding rule's sub-rule ).<br><br><b>Hinglish:</b> Pehle-muster-roll-phir-kaato.<br><br><b>Ref:</b> Rule 77(1)(viii), (ix), (x); Rule 77(1); Rule 68(8); Rule 77(8)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_77 DR_Recovery Bare_Text_Verified CCS_Pension::Rule_77 Priority::High
CCS21-20f96cde,NON-accommodation Government dues are ascertained within {{c1::15 DAYS of death/disappearance intimation}} → recovered from {{c2::gratuity}}.,<b>Rule:</b> 15-day fuse for the non-housing trail; separate from the housing ladder.<br><br><b>Hinglish:</b> Pandrah-din-gair-makaan-hisaab.<br><br><b>Ref:</b> Rule 77(2); Rule 67; Rule 77(1),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_77 Timeline Bare_Text_Verified CCS_Pension::Rule_77 Priority::High
CCS21-8116db91,The pensioner-death rule's sub-rule (2)(b)(ii): Format-13 sanction ALSO co-names{{c1::disabled children + dependent parents + disabled siblings}}(if nobody ranks ahead).,<b>Rule:</b> Same formula as the pension-payment rule's sub-rule + the payment rule's sub-rule; the payment rule Format-13 sanction already carded.<br><br><b>Hinglish:</b> Form-13-par-sah-naam.<br><br><b>Ref:</b> Rule 79(2)(b)(ii); Rule 79(2); Rule 76(b)(i); Rule 63(1)(e); Rule 76(4); Rule 79(1); Rule 79(e); Rule 79(4),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Coauthorisation Bare_Text_Verified CCS_Pension::Rule_79 Priority::Medium
CCS21-c9b8ec10,The pensioner-death rule's sub-rule (3)(vi) -(vii): missing-pensioner claim{{c1::NEVER rejected for missing Form-4}}(HoO satisfaction); non-spouse files{{c2::family-pension income docs}}.,"<b>Rule:</b> Twins of the death-forwarding rule's sub-rule + the death-intimation rule's sub-rule on the recipient track.<br><br><b>Hinglish:</b> Kagaz-kami-nahi-rok; aaya-kagaz-lao.<br><br><b>Ref:</b> Rule 79(3)(vi), (vii); Rule 79(3); Rule 50(12)(b); Rule 74(2); Rule 71(6)(g); Rule 79(2); Rule 79(6); Rule 79(g)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Bare_Text_Verified CCS_Pension::Rule_79 Priority::Medium
CCS21-c4fde2fb,The pensioner-death rule's sub-rule (4): remarried FP-holder draws FOR MINORS only while{{c1::still their GUARDIAN (Form-10 + declaration)}}; ex-guardian →{{c2::lawful guardian claims}}; child takes DIRECTLY{{c3::at majority (if still eligible) / immediately if already major}}.,<b>Rule:</b> the pensioner-death rule- + + guardianship ladder.<br><br><b>Hinglish:</b> Sarparast-rahe-tab-tak.<br><br><b>Ref:</b> Rule 79(4); Rule 79(a)(i); Rule 79(iii); Rule 79(b); Rule 79(c),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Remarriage Bare_Text_Verified CCS_Pension::Rule_79 Priority::High
CCS21-a11f9328,The pensioner-death rule's sub-rule (5): FP-eligible MINOR / MENTALLY-DISABLED person is claimed for by{{c1::GUARDIAN in Form 10}}.,<b>Rule:</b> Guardian-as-claimant; pairs with pensioner-death remarriage ladder.<br><br><b>Hinglish:</b> Nabalik-mandbuddhi-sarparast-daava.<br><br><b>Ref:</b> Rule 79(5); Rule 79(4),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Guardian Bare_Text_Verified CCS_Pension::Rule_79 Priority::Medium
CCS21-947f852c,The pensioner-death rule's sub-rule (6): RESIDUARY gratuity (the gratuity rule's sub-rule (3)) sanctioned on{{c1::Form-pensioner-death claim(s)}}from eligible person(s).,<b>Rule:</b> TRUE home of Form 13 — see the Form-vs-Format-13 correction card.<br><br><b>Hinglish:</b> Avashesh-updaan-form-terah.<br><br><b>Ref:</b> Rule 79(6); Rule 45(3); Rule 79,CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Form_13 Bare_Text_Verified CCS_Pension::Rule_79 Priority::High
CCS21-b0134585,CORRECTION — FORM 13 ={{c1::residuary-gratuity CLAIM ()}}; FORMAT 13 ={{c2::family-pension SANCTION where name not in PPO ()}}. The old 'Form 13 ↔ sanction' card conflated them — deleted.,"<b>Rule:</b> Form-claims vs Format-sanctions; mirror the Form-9/Format-9 and Form-10/Format-10 pairs.<br><br><b>Hinglish:</b> Form-daava; Format-aadesh.<br><br><b>Ref:</b> Rule 79(2)(b), (6); Rule 79(6); Rule 79(2)(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Form_13 Format_13 Correction Bare_Text_Verified Priority::Critical
CCS21-cc2fd33c,The authorisation rule's sub-rule (5)(d): arrears from{{c1::day-after-retirement → death}}go to the{{c2::FP recipient}}— else to the{{c3::GRATUITY recipient}}.,"<b>Rule:</b> Arrears follow FP first, gratuity second; the authorisation rule-, dual-route already carded (post-2024).<br><br><b>Hinglish:</b> Baqaaya-pehle-parivar-phir-updaan.<br><br><b>Ref:</b> Rule 80(5)(d); Rule 80(5); Rule 80(5)(a); Rule 80(c); Rule 80(e)",CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,CCS_Pension Rule_80 Arrears Bare_Text_Verified CCS_Pension::Rule_80 Priority::High
CCS21-9237d7c8,The pension-start rule's sub-rule (3) [mirror '(9)']: pension/FP is payable{{c1::FOR the day of the recipient's death}}.,<b>Rule:</b> Death-day counts as a paid day establishment-exit + day-after-death already carded.<br><br><b>Hinglish:</b> Maut-ka-din-bhugtaan-din.<br><br><b>Ref:</b> Rule 81; Rule 81(3); Rule 81(1); Rule 81(2),CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,CCS_Pension Rule_81 Bare_Text_Verified CCS_Pension::Rule_81 Priority::Medium
CCS21-4c91a3c5,The satellite-application rule's sub-rule (2): the{{c1::CCS (Commutation of Pension) Rules 1981}}govern{{c2::commutation + commuted-value payment + restoration}}under these rules.,"<b>Rule:</b> Satellite-application clause; 1981 facts (40%, Table, 15-yr restore) in the satellite pack.<br><br><b>Hinglish:</b> Rashikaran-1981-niyam-lagu.<br><br><b>Ref:</b> Rule 84(2)",CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,CCS_Pension Rule_84 Satellite Bare_Text_Verified CCS_Pension::Rule_84 Priority::High
CCS21-8ca7bdd3,The satellite-application rule's sub-rule (3): the{{c1::Payment of Arrears of Pension (Nomination) Rules 1983}}govern{{c2::arrears-of-pension nominations}}(Form A rides calendar/event filings).,<b>Rule:</b> Satellite-application clause; Form A already carded at the calendar rule.<br><br><b>Hinglish:</b> Baqaaya-naamankan-1983.<br><br><b>Ref:</b> Rule 84(3); Rule 57; Rule 58,CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,CCS_Pension Rule_84 Satellite Bare_Text_Verified CCS_Pension::Rule_84 Priority::High
CCS21-8aee8299,CORRECTION — The missing-persons rule's sub-rule (4) is the{{c1::retirement-gratuity-as-if-died-after-retirement}}rule — NOT a form-mapping rule. Paper lives in{{c2::(servant track) + (pensioner track)}}.,"<b>Rule:</b> Old 'claim vehicle VERIFY' card replaced. Gratuity substance here; forms there.<br><br><b>Hinglish:</b> Updaan-niyam-yahan; kagaz-wahan.<br><br><b>Ref:</b> Rule 51(4); Rules 71, 79; Rule 71(6)(d); Rule 79(3)(iii)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Correction Bare_Text_Verified CCS_Pension::Rule_51 Priority::High
CCS21-c513d782,RESOLVED — The missing-persons rule's sub-rule (8)(a): the 6-month bar delays{{c1::PAYMENT}}; arrears{{c2::ACCRUE from the /(2)/(3) date}}and are paid after bar-end (incl. in the gratuity-interest proviso).,<b>Rule:</b> 'Including the arrears... for the period from the date specified... up to commencement' — accrual-vs-payment VERIFIED. Old card replaced.<br><br><b>Hinglish:</b> Rok-bhugtaan-par; baqaaya-judta-rahe.<br><br><b>Ref:</b> Rule 51(8)(a); Rule 51(8); Rule 51(1),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Accrual Bare_Text_Verified CCS_Pension::Rule_51 Priority::Critical
CCS21-5b2a3aee,"RESOLVED — The missing-persons rule's sub-rule (9): family ALSO gets{{c1::pay/leave-salary arrears + leave encashment + GPF}}per{{c2::death-in-service rules}}; GPF ={{c3::OWN money, no 7-year wait}}.",<b>Rule:</b> Third head beyond FP + gratuity. Old VERIFY card replaced.<br><br><b>Hinglish:</b> GPF-apna-paisa — saat-saal-nahi.<br><br><b>Ref:</b> Rule 51(9),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Bare_Text_Verified CCS_Pension::Rule_51 Priority::High
CCS21-3051a5c0,CORRECTION — The missing-persons rule's sub-rule (10) is the{{c1::FRAUD/EMBEZZLEMENT/CRIME exclusion}}(investigation/charged/convicted = the missing-persons rule OUT) — NOT the murder-freeze. The murder-freeze lives in{{c2::the family-pension rule's sub-rule (14)(c)-(f)}}.,<b>Rule:</b> Old 'murder-taint-read' card was WRONG and is replaced. Absconding-to-evade ≠ missing-through-no-fault.<br><br><b>Hinglish:</b> Ghotaala-bahar; hatya-rok-pachas-chaudah.<br><br><b>Ref:</b> Rule 51(10); Rule 50(14); Rule 51; Rule 50(14)(c); Rule 48,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Correction Bare_Text_Verified CCS_Pension::Rule_51 Priority::Critical
CCS21-2ec66bf8,The missing-persons rule's sub-rule (8)(a) proviso + the missing-persons rule-(d): gratuity-delay interest runs beyond{{c1::6 months from CLAIM}}(the interest rule + fix responsibility); death-vs-retirement gratuity difference paid within{{c2::3 months of claim}}; its delay interest beyond{{c3::6 months from claim}}.,"<b>Rule:</b> Note: interest clock runs from CLAIM date, not the police-report date.<br><br><b>Hinglish:</b> Byaaj-ghadi-daave-se — report-se-nahi.<br><br><b>Ref:</b> Rule 51(8); Rule 51(8)(c); Rule 65",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Timeline Interest Bare_Text_Verified CCS_Pension::Rule_51 Priority::High
CCS21-db9428c6,The missing-persons rule's sub-rule (8)(b): death gratuity unlocks{{c1::7 YEARS after disappearance}}or{{c2::conclusive proof of death}}— whichever is earlier.,<b>Rule:</b> 7-year gratuity wait vs 6-month pension wait (the missing-persons rule); interest clocks in the restored the missing-persons rule// card.<br><br><b>Hinglish:</b> Saat-saal-ya-pukhta-saboot.<br><br><b>Ref:</b> Rule 51(8)(b); Rule 51(8); Rule 51(8)(a); Rule 51(c); Rule 51(d),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Timeline Bare_Text_Verified CCS_Pension::Rule_51 Priority::High
CCS21-d288fb2b,The invalid-pension rule's sub-rule (3) medical clock: HoO requests examination within{{c1::15 days}}; examination held within{{c2::30 days}}.,<b>Rule:</b> Split from the 7-cloze cram; examiner + records in sibling cards.<br><br><b>Hinglish:</b> Pandrah-me-maango; tees-me-jaanch.<br><br><b>Ref:</b> Rule 39(3),CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_39 Timeline CCS_Pension::Rule_39 Priority::Critical
CCS21-a2949b61,"The invalid-pension rule's sub-rule (3) examiner:{{c1::Medical Board}}for{{c2::Gazetted officers or pay above Rs 54,000}}; else{{c3::Civil Surgeon / District Medical Officer}}.","<b>Rule:</b> Board-vs-Surgeon by status/pay; the Rs 54,000 rung.<br><br><b>Hinglish:</b> Bada-adhikari-Board; warna-Surgeon.<br><br><b>Ref:</b> Rule 39(3); FR -9(21)",CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_39 Threshold CCS_Pension::Rule_39 Priority::Critical
CCS21-11f47bbd,The invalid-pension rule's sub-rule (4): invalid-pension ages taken from{{c1::official records + service book}}; report copy goes to{{c2::the Government servant}}.,"<b>Rule:</b> Record-ages, not self-declared; servant sees the report.<br><br><b>Hinglish:</b> Umar-kagaz-se; nakal-sevak-ko.<br><br><b>Ref:</b> Rule 39(4)",CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_39 CCS_Pension::Rule_39 Priority::Medium
CCS21-a3392f62,The calendar rule's sub-rule (1)(a) proof + fuse: unverified spells proved via{{c1::pay bills / LPC / April pay slip}}; other-office replies in{{c2::2 MONTHS}}; then spell is{{c3::qualifying DEEMED}}.,<b>Rule:</b> Split from the 7-cloze cram; death-track twin (1-month) at the FP-settlement rule's sub-rule.<br><br><b>Hinglish:</b> Saboot-LPC; do-mahina-phir-maan.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1); Rule 73(2)(b); Rule 57(2); Rule 57(b),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Procedure Timeline CCS_Pension::Rule_57 Priority::Critical
CCS21-e6a63516,The calendar rule's sub-rule (1)(a): Secretary answerable for{{c1::non-communicated non-qualifying spells}}; verification finishes in{{c2::8 MONTHS}}.,<b>Rule:</b> Ownership + outer finish line of Stage 1.<br><br><b>Hinglish:</b> Sachiv-jawabdeh; aath-mahina-ant.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Responsibility Timeline CCS_Pension::Rule_57 Priority::High
CCS21-1610a47d,The calendar rule's sub-rule (1)(a) truth-bond: servant files{{c1::written truth-declaration}}; wilful falsehood ={{c2::grave misconduct}}.,<b>Rule:</b> The declaration that underwrites the whole verification.<br><br><b>Hinglish:</b> Satya-ghosh; jhooth-ghor-durachar.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 CCS_Pension::Rule_57 Priority::High
CCS21-91461e47,The commercial-employment rule's sub-rule (3)all 3 clauses:{{c1::NOC (cadre + retiring office)}};{{c2::sensitive last-3-yr info linked to the new org}};{{c3::conflict of interest (normal competition EXCLUDED)}}.,"<b>Rule:</b> Split from the 7-cloze cram; Explanation fences.<br><br><b>Hinglish:</b> NOC-jankari-takraav.<br><br><b>Ref:</b> Rule 9(3)(a), (b), (c); Rule 9(3); Rule 9(a)-(c); Rule 9(c)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_09 Bare_Text_Verified CCS_Pension::Rule_09 Priority::Critical
CCS21-9811918f,The commercial-employment rule's sub-rule (3)all 2 clauses:{{c1::anti-national / intel-gathering organisation = BAR}};{{c2::clean record (integrity + NGO check)}}.,"<b>Rule:</b> Security + character gates.<br><br><b>Hinglish:</b> Rashtra-suraksha; daag-rahit.<br><br><b>Ref:</b> Rule 9(3)(d), (e); Rule 9(3); Rule 9(d)-(e)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_09 Bare_Text_Verified CCS_Pension::Rule_09 Priority::High
CCS21-5b691dba,The commercial-employment rule's sub-rule (3)all 2 clauses:{{c1::emoluments far in excess (buoyancy EXCLUDED)}};{{c2::any other factor + DoPT instructions}}.,"<b>Rule:</b> Explanation fences is the residuary basket.<br><br><b>Hinglish:</b> Asadharan-vetan; anya-nirdesh.<br><br><b>Ref:</b> Rule 9(3)(f), (g); Rule 9(3); Rule 9(f)-(g); Rule 9(g); Rule 9(f)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_09 Bare_Text_Verified CCS_Pension::Rule_09 Priority::High
CCS21-86d30e22,The FP-settlement rule's sub-rule (2)(b) proof + fuse: gratuity verification via{{c1::pay bills / LPC / April slip}}; other-office replies in{{c2::1 MONTH}}— HALF the calendar rule's 2-month fuse.,<b>Rule:</b> Trimmed from the 6-cloze cram; the - ladder lives in its own card.<br><br><b>Hinglish:</b> Ek-mahina — aadha-samay.<br><br><b>Ref:</b> Rule 73(2)(b); Rule 73(2); Rule 57; Rule 73(iii); Rule 73(vi),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_73 Timeline Exam_Trap CCS_Pension::Rule_73 Priority::Critical
CCS21-5ac6453c,"The death-dues rule's sub-rule (1)(i) -(ii): HoO intimates DoE + seeks NDC in{{c1::7 DAYS}}(with leave details);{{c2::pre-death licence fee WAIVED}}, death-month +{{c3::3-month holiday}}allowed.","<b>Rule:</b> Trimmed from the 7-cloze cram-(x) ladder lives in its own cards.<br><br><b>Hinglish:</b> Saat-din-khabar; maut-maah-chhoot.<br><br><b>Ref:</b> Rule 77(1)(i), (ii); Rule 77(1); Rule 77(iii)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_77 Timeline CCS_Pension::Rule_77 Priority::High
CCS21-7af18d2e,Form 5 ↔{{c1::intimation of MARRIAGE / BIRTH of child AFTER retirement}}(feeds the pension-payment rule's sub-rule (1)(e) → Revised PPA).,<b>Rule:</b> Post-retirement family-change trigger; HoO verifies → AO records + Revised PPA (if no eligible earlier children).<br><br><b>Hinglish:</b> Baad-ki-shaadi-bachcha-form-paanch.<br><br><b>Ref:</b> Form 5; Rule 63(1)(e); Rule 63(1),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Form_05 Routing Bare_Text_Verified Priority::Medium
CCS21-4e3329a3,Form 7-A ↔{{c1::assessment where proceedings were PENDING at retirement + proceedings provisional paid}}(the pension-payment rule's sub-rule (5); twin 30-day clocks).,<b>Rule:</b> Post-proceedings final-pension papers: HoO forwards final orders + 7-A in 30d → AO authorises final in 30d.<br><br><b>Hinglish:</b> Karyavahi-ke-baad-aakalan.<br><br><b>Ref:</b> Form 7-A; Rule 63(5); Rule 8,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Form_7A Routing Bare_Text_Verified Priority::Medium
CCS21-f3c23b34,Format 3 ↔{{c1::MEMORANDUM for instituting departmental proceedings AFTER retirement}}(pairs Format 2 sanction).,"<b>Rule:</b> Format 2 = sanction, Format 3 = memorandum — both gate the proceedings rule's sub-rule post-retirement proceedings.<br><br><b>Hinglish:</b> Gyapan-teen; swikriti-do.<br><br><b>Ref:</b> Format 3; Rule 8(2)(c); Rule 8(2); Rule 8(c)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Format_03 Routing Bare_Text_Verified Priority::Medium
CCS21-f92fb8b4,1981 Satellite — maximum commutable slice ={{c1::40% of pension}}.,"<b>Rule:</b> CCS (Commutation of Pension) Rules 1981, applied via the satellite-application rule's sub-rule. Commute more = invalid.<br><br><b>Hinglish:</b> Chalis-pratishat-se-zyada-nahi.<br><br><b>Ref:</b> Commutation Rules 1981; Rule 84(2)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Satellite Commutation_1981 Priority::High
CCS21-c1a22168,1981 Satellite — CVP ={{c1::commuted portion × Table factor × 12}}; Table read at{{c2::age NEXT birthday}}.,<b>Rule:</b> Factor falls with age; ×12 annualises the monthly slice.<br><br><b>Hinglish:</b> Agle-janmadin-ka-gunak.<br><br><b>Ref:</b> Commutation Rules 1981,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Satellite Commutation_1981 Priority::High
CCS21-37889b0a,1981 Satellite — commuted pension RESTORES after{{c1::15 YEARS from the date of reduction}}(each slice on its own date).,<b>Rule:</b> Multiple commutations restore on respective 15-yr anniversaries — not together.<br><br><b>Hinglish:</b> Pandrah-saal-baad-bahaali.<br><br><b>Ref:</b> Commutation Rules 1981,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Satellite Commutation_1981 Priority::High
CCS21-29577f06,"1981 Satellite — DR is paid on{{c1::the FULL (pre-commutation) pension}}, not the reduced cheque.",<b>Rule:</b> Commutation never shrinks dearness relief — classic trap.<br><br><b>Hinglish:</b> Mehngai-poori-pension-par.<br><br><b>Ref:</b> Commutation Rules 1981,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Satellite Commutation_1981 Exam_Trap Priority::High
CCS21-cb9bb07c,"1981 Satellite — the time-computation rule's sub-rule (3): any{{c1::FRACTION of a rupee in CVP is IGNORED}}(rounded down, not off).","<b>Rule:</b> CVP truncation, not rounding — paise vanish.<br><br><b>Hinglish:</b> Paise-kat-lo.<br><br><b>Ref:</b> Commutation Rules 1981, Rule 5(3); Rule 5(3)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Satellite Commutation_1981 Priority::Medium
CCS21-5bd28636,1983 Satellite — arrears-of-pension nomination ={{c1::Form A}}under the Payment of Arrears of Pension (Nomination) Rules 1983 (applied via the satellite-application rule's sub-rule (3)).,<b>Rule:</b> Pensioner nominates who collects pension arrears after death; filed with calendar papers.<br><br><b>Hinglish:</b> Baqaaya-naamankan-form-A.<br><br><b>Ref:</b> Arrears Nomination Rules 1983; Rule 84(3); Rule 57; Rule 58,CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87,CCS_Pension Satellite Arrears_1983 Priority::Medium
CCS21-4240786a,1983 Satellite — Form A rides inside{{c1::/event retirement filings}}so the arrears-nominee is on record BEFORE death.,<b>Rule:</b> Front-loaded nomination; no post-death scramble for arrears.<br><br><b>Hinglish:</b> Pehle-se-naam-darj.<br><br><b>Ref:</b> Arrears Nomination Rules 1983; Rule 58; Rule 57,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Satellite Arrears_1983 Priority::Medium
CCS21-c5673fef,"PDA mechanics: the actual payment plumbing runs per{{c1::CGA + CPAO orders}}(the pension-payment rule's sub-rule (4)(c), the payment rule's sub-rule (8), the authorisation rule's sub-rule (4)) — PPO/SSA are just the{{c2::authorisation}}.","<b>Rule:</b> Rules authorise; CGA/CPAO instructions disburse. 1mo-10/21d-15d chains live there.<br><br><b>Hinglish:</b> Niyam-aadesh; CGA-bhugtaan.<br><br><b>Ref:</b> Rules 63(4), 76(8), 80(4); Rule 63(4)(c); Rule 76(8); Rule 80(4)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Satellite CPAO_Chain Priority::Medium
CCS21-f2ddb72e,D.S. Nakara v. Union of India (1983): pension is{{c1::NOT a bounty}}— a{{c2::deferred wage / property-like right}}; arbitrary cut-off dates violate{{c3::Article 14}}.,<b>Rule:</b> Liberalised benefits presumptively reach ALL in the class — lens for the interest rule's sub-rule + GSR 410(E) extensions.<br><br><b>Hinglish:</b> Pension-bheekh-nahi-haq.<br><br><b>Ref:</b> AIR 1983 SC 130; Rule 65(5)(f); Rule 19(5); Rule 19(f),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Case_Law Nakara_1983 Priority::High
CCS21-bf374673,Deokinandan Prasad v. State of Bihar (1971): pension is{{c1::PROPERTY}}— the executive{{c2::CANNOT withhold it without legal authority}}.,<b>Rule:</b> Root of the proceedings rule's procedure + the interest rule's interest: no arbitrary stoppage of pension/gratuity.<br><br><b>Hinglish:</b> Pension-sampatti — manmaani-rok-nahi.<br><br><b>Ref:</b> AIR 1971 SC 1409; Rule 8; Rule 65,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Case_Law Deokinandan_1971 Priority::High
