#separator:Comma
#html:true
#guid column:1
#notetype:Basic
#deck column:4
#tags column:5
#columns:GUID,Front,Back,Deck,Tags
CCS21-20aba2cb,SCENARIO — Nomination handed to HoO's clerk; HoO never countersigns; servant dies. Effective?,"<b>Rule:</b> SETTLED on bare text — the gratuity-nomination rule's sub-rule (10): effective ON RECEIPT BY HoO; the gratuity-nomination rule's sub-rule countersign/custody/entry/copy is subsequent HoO DUTY — HoO's default cannot defeat the servant.<br><br><b>Hinglish:</b> Milna-kaafi-daftar-kasoor.<br><br><b>Ref:</b> Rule 46(9), (10); Rule 46(10); Rule 46(9)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Evaluation CCS_Pension::Rule_46 Priority::High
CCS21-45bc998a,SCENARIO — Non-gazetted nomination countersigned by the HoO personally. Valid?,"<b>Rule:</b> YES (and safer) — the gratuity-nomination rule's sub-rule: subordinate Gazetted Officers MAY countersign for non-gazetted; HoO countersigning exceeds the minimum. Floor, not ceiling.<br><br><b>Hinglish:</b> HoO-seal-behtar.<br><br><b>Ref:</b> Rule 46(9)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Evaluation CCS_Pension::Rule_46 Priority::Medium
CCS21-d088d01a,"SCENARIO — Married daughter + dependent mother survive (no Group-1, no nomination). Order?",<b>Rule:</b> EQUAL SHARES — mother + married daughter are BOTH Group-2 (the gratuity-distribution rule's sub-rule: 'to all such members in equal shares'): HALF each. CORRECTION: no intra-group precedence; old 'mother takes ALL' reading was wrong.<br><br><b>Hinglish:</b> Maa-pehle-byahi-baad.<br><br><b>Ref:</b> Rule 47(1)(b); Rule 47(1)(b)(ii); Rule 47(vii); Rule 47(viii); Rule 47(1); Rule 47(b); Rule 47(ii),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Application CCS_Pension::Rule_47 Priority::High
CCS21-4415c18c,SCENARIO — Retiree's gratuity sanctioned but undisbursed; he dies; nominee + widow both claim. Who?,"<b>Rule:</b> NOMINEE (gratuity-distribution first) — gratuity-distribution sends undisbursed gratuity down the SAME ladder: nominee beats family. Widow takes only if NO nominee/subsisting nomination.<br><br><b>Hinglish:</b> Nominee-pehle-vidva-baad.<br><br><b>Ref:</b> Rule 47(1)(a), (3); Rule 47(1)(a); Rule 47(3); Rule 47(1)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Evaluation CCS_Pension::Rule_47 Priority::High
CCS21-da79cb42,SCENARIO — Son CHARGED with father's murder claims gratuity share 'at once'. Decide.,"<b>Rule:</b> FREEZE — the murder-taint rule's sub-rule: charge SUSPENDS his share till proceedings conclude; others' shares flow. Conviction → DEBARRED, share to remaining 'if any' (the murder-taint rule's sub-rule ); acquittal → RESTORED.<br><br><b>Hinglish:</b> Ilzaam-rok-sazaa-gaya-bari-wapas.<br><br><b>Ref:</b> Rule 48(1), (2); Rule 48(1); Rule 48(2)(a); Rule 48(2); Rule 48(a); Rule 48(b)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_48 Evaluation CCS_Pension::Rule_48 Priority::High
CCS21-dcaa1098,SCENARIO — Sole eligible claimant convicted of abetting the servant's SUICIDE. Gratuity?,<b>Rule:</b> DEBARRED — murder-taint explanation INCLUDES suicide-abetment; the murder-taint rule: share to remaining 'IF ANY' — none here → lapses per lapse logic (no payee). Acquittal would restore.<br><br><b>Hinglish:</b> Khudkushi-uksao-hissa-gaya.<br><br><b>Ref:</b> Rule 48(2); Rule 48(2)(a); Rule 48; Rule 49; Rule 48(b),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_48 CCS_Pension::Rule_48 Priority::High
CCS21-0d45347a,SCENARIO — Murder-freeze on the gratuity-distribution rule's sub-rule (3) post-retirement undisbursed gratuity: murder-taint applies?,"<b>Rule:</b> YES — murder-taint extends the bar to gratuity. Taint follows the money, not the timing.<br><br><b>Hinglish:</b> Daag-paisa-peeche.<br><br><b>Ref:</b> Rule 48(3); Rule 48; Rule 47(3)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_48 Rule_47 Synthesis CCS_Pension::Rule_48 Priority::Medium
CCS21-9f903dad,SCENARIO — Issueless widow dies before claiming; no nomination; distant cousin holds succession certificate. Gratuity?,"<b>Rule:</b> COUSIN PAID — the lapse rule: no family + no/subsisting nomination → LAPSE, but proviso pays on SUCCESSION CERTIFICATE. Certificate converts lapse into payment. (Pension never — the lapse rule = gratuity ONLY.)<br><br><b>Hinglish:</b> Court-patra-paisa.<br><br><b>Ref:</b> Rule 49",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_49 Application CCS_Pension::Rule_49 Priority::High
CCS21-0fc6265e,"SCENARIO — No family, no nomination, no certificate: HoO pays 'family pension' to cousin. Valid?","<b>Rule:</b> NO — lapse GRATUITY to Govt; FP needs TIERS (cousin isn't in the family-pension rule's sub-rule ). Cousin gets NOTHING without certificate (and even then, gratuity only).<br><br><b>Hinglish:</b> Chachera-khaali.<br><br><b>Ref:</b> Rule 49; Rule 50(6); Rule 50; Rule 49(6)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_49 Evaluation CCS_Pension::Rule_49 Priority::High
CCS21-3f118bbc,PIPELINE — Death gratuity end-to-end: compute → route → police → process → advance. Recite with one gate each.,"<b>Rule:</b> slab + DA-base + 25L → nominee?/distribution groups → murder taint?/lapse? → the death-intimation rule Format-11/Form-9 + death-forwarding bundle → the death-payment rule's sub-rule 100%-after-forwarding. Five gates, zero skips.<br><br><b>Hinglish:</b> Gino-bhejo-rok-kagaz-advance.<br><br><b>Ref:</b> Rules 45-49, 71-77; Rules 71-77; Rule 45(1)(b); Rule 75(5)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Death_Gratuity Synthesis Priority::Critical
CCS21-e480a3e0,"SPEED — QS ladder, six rungs with provisions?","<b>Answer:</b> 1y-family-pension gateway; 5y-gratuity (+4y9m); 10y-pension (+9y9m); 18y-verification timeline; 20y-voluntary-retirement vr (NO rounding); 30y-premature retirement. 1-5-10-18-20-30.<br><br><b>Ref:</b> Rules 50, 45, 44, 30, 43, 42; Rule 50; Rule 45; Rule 44; Rule 30; Rule 43; Rule 42",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Qualifying_Service Mnemonic Priority::Critical
CCS21-088d29b6,SPEED — Near-miss twins: numbers + gates + the odd one out?,<b>Answer:</b> 4y9m→5y GRATUITY; 9y9m→10y PENSION. Odd: voluntary-retirement allows NO rounding (fourth proviso).<br><br><b>Ref:</b> Rule 45; Rule 44; Rule 43; Rule 43-20y,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Near_Miss Threshold Priority::Critical
CCS21-80be22ca,SPEED — Amount ladder: six figures + owners?,"<b>Answer:</b> 9K pension/FP floor; 75K ordinary-FP max; 1.25L pension+enhanced-FP max; 20L rule/25L operative gratuity cap; 54K Board-gate; 14.4K FP-income test (VOLATILE). 75K/125K PIB-confirmed.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rules 44, 50, 45, 39, 52",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Floor Ceiling Priority::Critical
CCS21-18f898ee,SPEED — 7-day clocks: which two?,<b>Answer:</b> death-DoE intimation; death-dues DoE + NDC request. Both death-track openers.<br><br><b>Ref:</b> Rule 71; Rule 77; Rule 71(4)(c); Rule 77(1)(i),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Timeline Threshold Priority::High
CCS21-ae923104,SPEED — 10-day clocks: four?,"<b>Answer:</b> retirement-list ao-intimation; DoE-dues hoo-action; superannuation provisional; authorisation cpao seal. 54-55-62-80.<br><br><b>Ref:</b> Rules 54, 55, 62, 80; Rule 62(4); Rule 54(3); Rule 55(3); Rule 80(3)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-7bfadb70,SPEED — 14-day vs 15-day clocks?,"<b>Answer:</b> 14d: withholding ndc (vacation + issue). 15d: invalid-pension medic-request; the voluntary-retirement rule cert/withdrawal; death-payment provisional-FP; authorisation pda. NDC-14, rest-15.<br><br><b>Ref:</b> Rules 68, 39, 43, 75, 80; Rule 68; Rule 39(3); Rule 75(1); Rule 80(4); Rule 43",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-87a3b2cc,SPEED — 30-day vs 45-day clocks?,"<b>Answer:</b> 30d: invalid-pension examination; commercial-employment representation; assessment-other finish. 45d: invalid grant; pension-payment other-PPO.<br><br><b>Ref:</b> Rules 39, 9, 69, 63; Rule 69(2); Rule 39(4); Rule 9(7); Rule 39(8); Rule 63(1)(b)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-8243a2bc,SPEED — 1-month clocks: the death-track constant + two others?,"<b>Answer:</b> the record-verification rule's sub-rule, the FP-settlement rule, the death-forwarding rule, the payment rule's sub-rule /the payment rule, the pensioner-death rule's sub-rule, the authorisation rule's sub-rule / + provisional-pension-other + the withholding rule's sub-rule. Death = 1-month heartbeat.<br><br><b>Ref:</b> Rule 76(3)(a); Rule 62(4); Rule 72(3); Rule 73; Rule 74; Rule 76(1); Rule 79(2); Rule 80(1); Rule 68(1)(b)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-0c5bfc2f,SPEED — 2-month clocks: six?,<b>Answer:</b> calendar other-office reply; case-build event-case; pension-payment advance-ppo; interest payout; revision notice; the withholding rule's sub-rule superannuation-DoE. Retirement = 2-month heartbeat.<br><br><b>Ref:</b> Rule 58; Rule 33; Rule 57; Rule 59; Rule 60; Rule 63(1)(a); Rule 65(3); Rule 66; Rule 68(1)(a),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-ed5425ba,SPEED — 3-month clocks: five?,<b>Answer:</b> compulsory-retirement final; mercy decision; premature-retirement notice; interest tripwire; the PSU-absorption rule 3-month option. 40-41-premature-retirement/voluntary-retirement-80-37.<br><br><b>Ref:</b> Rule 42; Rule 43; Rule 40(4); Rule 41(2); Rule 80(1); Rule 37,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-455547fe,SPEED — 4-month vs 6-month vs 8-month: owners?,"<b>Answer:</b> 4mo: calendar-case forwarding. 6mo: transfer election, leave-counting late-entry, compassionate-allowance window, missing-persons bars, calendar filing, provisional-pension cap, death-payment run. 8mo: the DoE-dues rule/calendar/withholding/assessment retirement engine.<br><br><b>Ref:</b> Rule 57; Rule 68; Rule 69; Rule 59; Rule 60; Rule 4; Rule 21; Rule 41; Rule 51; Rule 76; Rule 62; Rule 75; Rule 55",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-403aa5a8,SPEED — Year clocks: 1y / 2y / 7y / 10y owners?,"<b>Answer:</b> 1y: commercial-employment cooling, the DoE-dues rule/preparation/assessment start, audit. 2y: PSU-absorption repatriation, DoPPW. 7y: the family-pension rule's sub-rule, the missing-persons rule's sub-rule. 10y: the family-pension rule's sub-rule.<br><br><b>Ref:</b> Rule 56; Rule 69; Rule 9; Rule 72; Rule 37; Rule 66; Rule 55; Rule 50(2)(a)(iii); Rule 51(8)(b); Rule 50(2)(a)(ii)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-5fd536ee,SPEED — Odd clocks: 36mo / 120d / 31-Jan / 1-week?,"<b>Answer:</b> 36mo: civil-return refund instalments. 120d: 2024 amendment force. 31-Jan: verification-timeline secretary report. 1-week: retirement notice.<br><br><b>Ref:</b> Rules 19, 20, 30, 70; G.S.R. 410(E); Rule 19; Rule 20; Rule 30(5); Rule 70(1)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-795bdfde,SPEED — Percent ladder: 10 / 20-100 / 30 / 50 / 2-3 / 60 / 100?,<b>Answer:</b> 10% holds (provisional-pension/withholding/death-forwarding/death-dues). 20-100 age slabs (pension/family-pension). 30% ordinary FP. 50% pension+enhanced+the invalid-pension rule's sub-rule. 2/3 compulsory-floor/compassionate-cap. 60% DR now (VOLATILE). 100% provisional/the death-payment rule.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 44(6); Rule 50(3); Rule 62; Rule 68; Rule 74; Rule 77; Rule 40; Rule 41; Rule 39(9); Rule 75(5),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Mnemonic Priority::Critical
CCS21-8e6ab68d,SPEED — Multiplier ladder: 2 / 6 / 12 / 16.5 / 20 / 33?,<b>Answer:</b> Death slabs 2×(&lt;1y) 6×(1-5) 12×(5-11) 20×(11-20) 33×-max(20y+); 16.5× retirement cap; +12× residuary benchmark (the gratuity rule's sub-rule ).<br><br><b>Ref:</b> Rule 45; Rule 45(3),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Threshold Gratuity Mnemonic Priority::Critical
CCS21-ff6ab168,SPEED — Authorities: withholding (3) + interest (2) + revision-concurrence (1) + waiver (1)?,"<b>Answer:</b> President/Secretary/C&amp;AG; Secretary/Joint-Secretary SHALL; DoPPW 2y+; MoF-Exp waiver (the revision rule's sub-rule ).<br><br><b>Ref:</b> Rules 8, 65, 66; Rule 8; Rule 65; Rule 66; Rule 66(4)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Priority::High
CCS21-db365f1c,SPEED — Paper-chain authorities: HoO / AO / CPAO / PDA / DoE / UPSC roles in one breath?,"<b>Answer:</b> HoO builds+forwards+provisions; AO audits+PPOs; CPAO seals (10d); PDA pays (15d); DoE dues+NDC; UPSC consulted (the conduct rule, the proceedings rule-President, less-than-full compulsory-retirement).<br><br><b>Ref:</b> Rule 40; Rule 7; Rule 8",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Priority::High
CCS21-9ffcdd6d,SPEED — Verbatim phrases: 'whichever is ___' × 5 with provisions?,"<b>Answer:</b> EARLIER the preparation rule; LATER the missing-persons rule's sub-rule /, the provisional-pension rule's sub-rule, the pensioner-death rule's sub-rule; LATEST the missing-persons rule's sub-rule, the payment rule's sub-rule; LESS the family-pension rule's sub-rule; MORE-BENEFICIAL the average-emoluments rule, the invalid-pension rule's sub-rule.<br><br><b>Ref:</b> Rule 56; Rule 69; Rule 51(2)(b); Rule 62(6)(a); Rule 79(3)(iv); Rule 51(1)(b); Rule 76(3)(e); Rule 50(2)(a)(iii); Rule 32; Rule 44; Rule 39(9)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Terminology Exam_Trap Priority::Critical
CCS21-5f7f1d80,SPEED — Verbatim verbs: 'may' × 4 vs 'shall' × 3?,"<b>Answer:</b> MAY: premature-retirement notice, VR, gratuity-nomination outsider, DR. SHALL: gratuity-nomination family, interest, PSU-absorption forfeit (+ voluntary-retirement auto, family-pension auto).<br><br><b>Ref:</b> Rule 42(2); Rule 43(1); Rule 46(2)(ii); Rule 52(1); Rule 46(2)(i); Rule 65(2); Rule 37(29)(c); Rule 43(2); Rule 50(2)(b)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Terminology Exam_Trap Priority::High
CCS21-689d6905,SPEED — Reverse lookup: 4y9m / 9y9m / 16.5× / 33× / 36mo / 120d → provisions?,<b>Answer:</b> 4y9m the gratuity rule; 9y9m the pension rule's sub-rule; 16.5× the gratuity rule's sub-rule; 33× the gratuity rule's sub-rule; 36mo the civil-return rule; 120d G.S.R. 410(E).<br><br><b>Ref:</b> Rule 45; Rule 44(8); Rule 45(1)(a); Rule 45(1)(b); Rule 19; Rule 20,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Exam_Trap Priority::High
CCS21-25378baf,SPEED — Reverse lookup: Rs 9K / 75K / 1.25L / 20L / 25L / 54K / 14.4K → owners?,<b>Answer:</b> 9K the pension rule+family-pension floors; 75K ordinary-FP max; 1.25L pension+enhanced max; 20L rule-text gratuity; 25L operative (OM 30.05.24); 54K Board; 14.4K family-pension income @60% DR.<br><br><b>Ref:</b> Rule 50; Rule 39; Rule 44,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Threshold Floor Ceiling Priority::High
CCS21-a4f9adaf,SPEED — Reverse lookup: 7d / 10d / 14d / 15d / 30d / 45d → flagship owners?,<b>Answer:</b> 7d DoE; 10d superannuation/authorisation-CPAO; 14d NDC; 15d the death-payment rule/authorisation-PDA/invalid-pension-req; 30d invalid-pension-exam/commercial-employment-rep; 45d invalid-pension-grant/pension-payment-PPO.<br><br><b>Ref:</b> Rule 62; Rule 80; Rule 39; Rule 9; Rule 63; Rule 71; Rule 77; Rule 68; Rule 75,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Timeline Threshold Priority::High
CCS21-892c5862,SPEED — Pair-contrast lightning: civil-return-vs-military-counting / premature-retirement-vs-voluntary-retirement / pension-vs-gratuity / gratuity-nomination twins / Group-1-vs-2 / murder-taint-vs-lapse / family-pension twins / calendar-vs-event / provisional-pension-vs-pension-payment / deputation-cases-vs-death-deputation — one word each?,"<b>Answer:</b> capped-FREE; authority-RIGHT; substitute-ADDITION; whole-PART; spouse-PARENTS; taint-VACUUM; decade-CAPPED7/67; calendar-EVENT; lifeline-FINAL; retire-DEATH.<br><br><b>Ref:</b> Rules 19, 20; Rules 42, 43; Rules 44, 45; Rules 48, 49; Rules 57, 58; Rules 62, 63; Rules 64, 78; Rule 46(5)(a)-(b); Rule 47 (Groups 1, 2); Rule 50(ii)-(iii)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Comparison Mnemonic Priority::High
CCS21-8e35fa4b,SPEED — Form-number lightning: 1 / 3 / 6-A / 7 / 8 / 9 / 10 / 11 / 12?,"<b>Answer:</b> 1 commercial-employment-permit; 3 gratuity-nomination; 6-A retire-file; 7 pension-case; 8 spouse-req; 9 death-gratuity; 10 FP-claim; 11 death-case; 12 PDA-claim. (+2 checklist, +4 family, +6 nominee, +13 see Format-13.)<br><br><b>Ref:</b> Rule 9; Rule 46",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Form Mnemonic Priority::High
CCS21-0eb66b35,SPEED — Format-number lightning: 1 / 4 / 5 / 6 / 8 / 9 / 10 / 11 / 12 / 13?,<b>Answer:</b> 1 commercial-employment-format; 4 verification-timeline-QS; 5 relieve; 6 medic-cert; 8 indemnity; 9 bank-vow; 10 cover-letter; 11 invite-gratuity; 12 invite-pension; 13 sanction. (2 sanction-post-retire-proceedings; 3 memorandum; 7 guardian-indemnity-minor — ALL mapped.)<br><br><b>Ref:</b> Rule 9; Rule 30,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Format Mnemonic Priority::High
CCS21-bee8cf49,SPEED — Count lightning: chapters / rules / amendments / exclusions / definitions / authorities / gratuity-types / death-slabs / FP-tiers / child-cats / savings?,"<b>Answer:</b> 14 / 87 / 3 / 8 / 26 / 3 / 4 / 5 / 4 / 3 / 5. (+13 Forms, +13 Formats, +3 gateways, +2 FP rates, +5 age slabs.)<br><br><b>Ref:</b> Instrument",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Visual_Summary Mnemonic Priority::High
CCS21-07494532,CORRECTION — The DR rule's sub-rule (2): the DR bar on re-employment covers permanent/immediate absorption too — true or false? (Old card said EXCEPT.),<b>Rule:</b> TRUE — bar applies 'including permanent absorption or immediate absorption'. Absorbed pensioners lose DR; rescue ONLY via the 3-condition proviso. The old 'EXCEPT absorption' card was WRONG and is deleted.<br><br><b>Hinglish:</b> Absorption-bhi-rok — bachav-sirf-3-shart.<br><br><b>Ref:</b> Rule 52(2) bare text; Rule 52(2),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Re_Employment Correction Bare_Text_Verified CCS_Pension::Rule_52 Priority::Critical
CCS21-f4660fc5,"The DR rule's sub-rule (3): DR during re-employment needs a certificate from whom, confirming which 3 limbs?",<b>Rule:</b> From the re-employing authority: (i) civil post NOT in Group-A pay at minimum of scale &lt; pre-retirement pay ENTIRE pension/CA ignored — 'no part taken into account'.<br><br><b>Hinglish:</b> Dobara-naukri-par-DR = praman-patra-3-shart.<br><br><b>Ref:</b> Rule 52(3); Rule 52(ii); Rule 52(iii),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Re_Employment Bare_Text_Verified CCS_Pension::Rule_52 Priority::High
CCS21-68473d7d,"SCENARIO — Absorbed into a PSU with pay fixed at minimum (below last pay), full pension ignored, pre-absorption post Group-B. DR during absorption?",<b>Rule:</b> PAYABLE — absorption is inside the DR bar but all 3 proviso conditions met + DR certificate → DR continues.<br><br><b>Hinglish:</b> Absorption-par-rok-laga-par-3-shart-ne-bachaya.<br><br><b>Ref:</b> Rule 52(2) proviso; Rule 52(3); Rule 52(2),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Re_Employment Application Bare_Text_Verified CCS_Pension::Rule_52 Priority::High
CCS21-8ea57309,SCENARIO — Re-employed widow draws salary + family pension. Full DR on the family pension?,<b>Rule:</b> YES — the DR rule's sub-rule: NOTHING in / applies to family pensioners; employed family pensioner keeps full DR.<br><br><b>Hinglish:</b> Vidva-naukri-kare to FP+DR-poora.<br><br><b>Ref:</b> Rule 52(4); Rule 52(2); Rule 52(3),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Family_Pensioner Bare_Text_Verified CCS_Pension::Rule_52 Priority::High
CCS21-55524fac,CORRECTION — The family-pension rule's sub-rule (14) is NOT 'additional-pensioner admin'. What does it actually contain?,<b>Rule:</b> the family-pension rule dual-parent Form-10 declaration + HoO cap-duty; all 4 clauses MURDER/ABETMENT bar: hold → pay other member from day-after-death; charged parent CANNOT be minor's guardian; conviction = debarred; acquittal = payable from acquittal; applies post-retirement too; includes abetment of suicide. Old card deleted.<br><br><b>Hinglish:</b> the family-pension rule = hatya-rok + do-mata-pita-ghoshna.<br><br><b>Ref:</b> Rule 50(14) bare text; Rule 50(14); Rule 50(a)(b); Rule 50(c)-(f),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Correction Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical
CCS21-7033b082,"The family-pension rule's sub-rule (14)all 2 clauses: person eligible for FP is CHARGED with murdering the servant — pay FP? To whom, from when?","<b>Rule:</b> HOLD the charged person's FP till proceedings conclude; meanwhile pay OTHER eligible member from the DATE FOLLOWING DEATH.<br><br><b>Hinglish:</b> Aaropi-ka-hissa-ruk — doosre-ko-maut-ke-agley-din-se.<br><br><b>Ref:</b> Rule 50(14)(c), (d); Rule 50(14); Rule 50(c)-(d)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Murder_Bar Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical
CCS21-210525eb,The family-pension rule's sub-rule (14)(d) proviso: charged spouse + only other eligible member is a MINOR child — who draws the FP?,<b>Rule:</b> Minor draws through a DULY APPOINTED guardian — the charged mother/father SHALL NOT act as guardian for drawal.<br><br><b>Hinglish:</b> Aaropi-maa-baap-sarparast-nahi.<br><br><b>Trap:</b> Natural guardian is bypassed here.<br><br><b>Ref:</b> Rule 50(14)(d) proviso; Rule 50(14),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Murder_Bar Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::Critical
CCS21-77a0f3a4,SCENARIO — Charged son acquitted 3 years after the servant's death; FP was being paid to the widow meanwhile. Son's FP starts when?,"<b>Rule:</b> From DATE OF ACQUITTAL; widow's FP discontinued from that date. (If NO other member had been paid, son gets from day-after-death.)<br><br><b>Hinglish:</b> Bari-hone-par-tab-se — peeche-ka-nahi (yadi-kisi-aur-ko-mila).<br><br><b>Ref:</b> Rule 50(14)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Murder_Bar Application Bare_Text_Verified CCS_Pension::Rule_50 Priority::High
CCS21-a0f1b4de,The family-pension rule's sub-rule (14)(f) + Explanation: post-retirement death + abetment of suicide — covered?,"<b>Rule:</b> YES both — all 3 clauses apply to FP on death AFTER retirement too; 'murder/abetment' INCLUDES abetment of suicide.<br><br><b>Hinglish:</b> Sewanivritt-ke-baad-bhi + aatmahatya-uksaana-bhi.<br><br><b>Ref:</b> Rule 50(14)(f), Explanation; Rule 50(14); Rule 50(c)-(e)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Murder_Bar Bare_Text_Verified CCS_Pension::Rule_50 Priority::High
CCS21-41fa91fe,TRAP — The family-pension rule's sub-rule (10) Explanation: parents deemed dependent if combined income &lt; min-FP + DR 'under sub-rule ___'?,"<b>Rule:</b> Verbatim says 'sub-rule ' — but the minimum (Rs 9,000) is actually prescribed in sub-rule. Quote verbatim; note the cross-ref quirk. Benchmark = Rs 14,400/month at 60% DR (VOLATILE).<br><br><b>Hinglish:</b> Bare-me--likha — minimum-asal-me--me.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 50(10) Explanation; Rule 50(10); Rule 50(1); Rule 50(2)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Dependent_Parents Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::High
CCS21-0927456b,The family-pension rule's sub-rule (10)(c): parents' annual duty + consequence of earning?,<b>Rule:</b> Furnish yearly certificate to PDA of NOT earning livelihood; FP STOPPED if they start earning.<br><br><b>Hinglish:</b> Har-saal-praman — kamane-lage to band.<br><br><b>Ref:</b> Rule 50(10)(c); Rule 50(10),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Dependent_Parents Bare_Text_Verified CCS_Pension::Rule_50 Priority::High
CCS21-0e879c5b,The family-pension rule's sub-rule (12)(a): is one FP counted as 'income' blocking a second FP?,<b>Rule:</b> NO — FP on one death is NOT income for FP on another death; only the family-pension combined caps apply.<br><br><b>Hinglish:</b> Ek-parivar-pension-doosri-ka-aaya-nahi.<br><br><b>Ref:</b> Rule 50(12)(a); Rule 50(12); Rule 50(13),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Dual_Pension Bare_Text_Verified CCS_Pension::Rule_50 Priority::High
